subscriber_id,p_retain_if_treated,p_retain_if_untreated,uplift_score,segment
JIO10011685,0.98415023,0.992665,-0.008514762,Sure thing / Lost cause
JIO10051726,0.99886143,0.9994073,-0.00054585934,Sure thing / Lost cause
JIO10045876,0.9998851,0.9989316,0.0009534955,Sure thing / Lost cause
JIO10051196,0.99998367,0.99953365,0.00045001507,Sure thing / Lost cause
JIO10051165,0.9995802,0.99344456,0.0061356425,Sure thing / Lost cause
JIO10013514,0.9999571,0.9990132,0.00094389915,Sure thing / Lost cause
JIO10022809,0.9997749,0.9998826,-0.00010770559,Sure thing / Lost cause
JIO10042859,0.9999815,0.999907,7.4505806e-05,Sure thing / Lost cause
JIO10054066,0.9957853,0.98381686,0.011968434,Sure thing / Lost cause
JIO10040947,0.9999658,0.9997631,0.0002027154,Sure thing / Lost cause
JIO10064538,0.9991167,0.99947375,-0.00035703182,Sure thing / Lost cause
JIO10028130,0.9999199,0.9928637,0.0070561767,Sure thing / Lost cause
JIO10038627,0.99518305,0.99533975,-0.00015670061,Sure thing / Lost cause
JIO10056315,0.998582,0.9971431,0.0014389157,Sure thing / Lost cause
JIO10059142,0.998517,0.9919402,0.0065767765,Sure thing / Lost cause
JIO10026463,0.9990571,0.997727,0.0013301373,Sure thing / Lost cause
JIO10053387,0.9900085,0.98729926,0.00270921,Sure thing / Lost cause
JIO10058494,0.9999738,0.9944378,0.00553596,Sure thing / Lost cause
JIO10044826,0.99056315,0.99568886,-0.0051257014,Sure thing / Lost cause
JIO10057510,0.9999969,0.9995844,0.00041252375,Sure thing / Lost cause
JIO10023482,0.9959637,0.9631477,0.032815993,Sure thing / Lost cause
JIO10021510,0.99984884,0.99407274,0.0057761073,Sure thing / Lost cause
JIO10052667,0.95798475,0.9754784,-0.017493665,Sure thing / Lost cause
JIO10047882,0.9949852,0.82239175,0.17259347,Persuadable
JIO10043564,0.99899286,0.9898253,0.009167552,Sure thing / Lost cause
JIO10003684,0.9999937,0.9989268,0.0010668635,Sure thing / Lost cause
JIO10016733,0.9921629,0.8650854,0.12707746,Persuadable
JIO10028824,0.99965656,0.9991398,0.00051677227,Sure thing / Lost cause
JIO10009425,0.99779785,0.9940614,0.0037364364,Sure thing / Lost cause
JIO10047768,0.98893213,0.9968267,-0.007894576,Sure thing / Lost cause
JIO10057667,0.99479514,0.985414,0.009381115,Sure thing / Lost cause
JIO10030100,0.98289424,0.9959382,-0.01304394,Sure thing / Lost cause
JIO10004518,0.9999347,0.99671847,0.003216207,Sure thing / Lost cause
JIO10019256,0.9999163,0.99965036,0.00026595592,Sure thing / Lost cause
JIO10032161,0.9998807,0.99221957,0.007661104,Sure thing / Lost cause
JIO10023241,0.9999399,0.9980215,0.0019184351,Sure thing / Lost cause
JIO10058561,0.99915123,0.9989918,0.00015944242,Sure thing / Lost cause
JIO10051068,0.99996936,0.99996483,4.529953e-06,Sure thing / Lost cause
JIO10018983,0.98750556,0.9786307,0.008874834,Sure thing / Lost cause
JIO10013912,0.99861896,0.98590046,0.012718499,Sure thing / Lost cause
JIO10049402,0.9999118,0.9997063,0.00020545721,Sure thing / Lost cause
JIO10021092,0.9999045,0.99714786,0.0027566552,Sure thing / Lost cause
JIO10017807,0.9987937,0.9987752,1.8537045e-05,Sure thing / Lost cause
JIO10058722,0.9957354,0.9492221,0.04651332,Sure thing / Lost cause
JIO10039138,0.99434257,0.9970004,-0.0026578307,Sure thing / Lost cause
JIO10005090,0.9999119,0.999017,0.00089490414,Sure thing / Lost cause
JIO10012794,0.99945754,0.99522626,0.004231274,Sure thing / Lost cause
JIO10045304,0.9993622,0.9993825,-2.0325184e-05,Sure thing / Lost cause
JIO10029010,0.9908343,0.972322,0.018512309,Sure thing / Lost cause
JIO10037588,0.99744713,0.99871194,-0.0012648106,Sure thing / Lost cause
JIO10057649,0.9980907,0.98542714,0.012663543,Sure thing / Lost cause
JIO10057249,0.98311263,0.99510753,-0.011994898,Sure thing / Lost cause
JIO10035599,0.9674974,0.9649447,0.0025526881,Sure thing / Lost cause
JIO10045265,0.99995613,0.9996039,0.00035220385,Sure thing / Lost cause
JIO10019565,0.98345876,0.99061877,-0.007160008,Sure thing / Lost cause
JIO10051986,0.9949143,0.9959423,-0.0010280013,Sure thing / Lost cause
JIO10000033,0.9992879,0.9993006,-1.2695789e-05,Sure thing / Lost cause
JIO10034191,0.9988802,0.9976267,0.0012534857,Sure thing / Lost cause
JIO10017708,0.825911,0.9068302,-0.080919206,Sleeping dog (do not disturb)
JIO10053172,0.9977258,0.9995815,-0.001855731,Sure thing / Lost cause
JIO10050455,0.9944312,0.9739503,0.020480871,Sure thing / Lost cause
JIO10000288,0.9994653,0.9993457,0.00011956692,Sure thing / Lost cause
JIO10040020,0.99600476,0.97843593,0.017568827,Sure thing / Lost cause
JIO10041104,0.9999423,0.9989491,0.0009931922,Sure thing / Lost cause
JIO10001759,0.99872965,0.9996147,-0.00088506937,Sure thing / Lost cause
JIO10042520,0.9999685,0.9995308,0.0004377365,Sure thing / Lost cause
JIO10044410,0.9953035,0.9934411,0.0018624067,Sure thing / Lost cause
JIO10021802,0.7902722,0.99660385,-0.20633167,Sleeping dog (do not disturb)
JIO10028052,0.999395,0.99659246,0.0028025508,Sure thing / Lost cause
JIO10031162,0.99092567,0.9945311,-0.0036054254,Sure thing / Lost cause
JIO10010280,0.99749434,0.99997294,-0.0024785995,Sure thing / Lost cause
JIO10057152,0.10446304,0.59323,-0.48876697,Sleeping dog (do not disturb)
JIO10063407,0.9948578,0.94967645,0.045181334,Sure thing / Lost cause
JIO10042297,0.99928504,0.9992779,7.1525574e-06,Sure thing / Lost cause
JIO10007998,0.99991524,0.99814045,0.0017747879,Sure thing / Lost cause
JIO10003585,0.99845994,0.99611723,0.002342701,Sure thing / Lost cause
JIO10010735,0.9948395,0.9776683,0.017171204,Sure thing / Lost cause
JIO10012157,0.9991967,0.9686285,0.030568182,Sure thing / Lost cause
JIO10050364,0.99830014,0.99462366,0.003676474,Sure thing / Lost cause
JIO10031474,0.9997634,0.9995708,0.00019264221,Sure thing / Lost cause
JIO10009138,0.99940264,0.9959117,0.0034909248,Sure thing / Lost cause
JIO10032666,0.99983096,0.99173284,0.008098125,Sure thing / Lost cause
JIO10051935,0.15897597,0.4437614,-0.28478545,Sleeping dog (do not disturb)
JIO10003343,0.99981564,0.99956757,0.00024807453,Sure thing / Lost cause
JIO10005492,0.96615356,0.97668755,-0.0105339885,Sure thing / Lost cause
JIO10030267,0.27932686,0.97971445,-0.7003876,Sleeping dog (do not disturb)
JIO10001468,0.9915283,0.9802555,0.011272788,Sure thing / Lost cause
JIO10028547,0.9667855,0.9488382,0.017947316,Sure thing / Lost cause
JIO10061117,0.999908,0.999006,0.0009019971,Sure thing / Lost cause
JIO10020246,0.9984787,0.99578816,0.0026905537,Sure thing / Lost cause
JIO10013680,0.9991136,0.99714833,0.0019652843,Sure thing / Lost cause
JIO10013976,0.9588678,0.98095554,-0.022087753,Sleeping dog (do not disturb)
JIO10055888,0.99476224,0.9580829,0.036679327,Sure thing / Lost cause
JIO10005161,0.9999225,0.9998895,3.3020973e-05,Sure thing / Lost cause
JIO10056492,0.998809,0.9550189,0.043790102,Sure thing / Lost cause
JIO10013251,0.9998394,0.9983309,0.001508534,Sure thing / Lost cause
JIO10057771,0.99810755,0.9997521,-0.0016445518,Sure thing / Lost cause
JIO10060198,0.99945205,0.9950191,0.0044329762,Sure thing / Lost cause
JIO10005992,0.99791735,0.9982363,-0.00031894445,Sure thing / Lost cause
JIO10013824,0.994159,0.99398154,0.00017744303,Sure thing / Lost cause
JIO10019990,0.9998727,0.9999151,-4.2438507e-05,Sure thing / Lost cause
JIO10006983,0.9804571,0.97044027,0.010016859,Sure thing / Lost cause
JIO10001976,0.99944574,0.9915937,0.007852018,Sure thing / Lost cause
JIO10013366,0.9611846,0.7594509,0.20173371,Persuadable
JIO10000768,0.9984131,0.9952916,0.0031214952,Sure thing / Lost cause
JIO10024992,0.99628335,0.9596949,0.03658843,Sure thing / Lost cause
JIO10016211,0.99972206,0.99911445,0.00060760975,Sure thing / Lost cause
JIO10020416,0.99857223,0.9975018,0.0010704398,Sure thing / Lost cause
JIO10003174,0.99995744,0.9931773,0.0067801476,Sure thing / Lost cause
JIO10037263,0.93624204,0.61039406,0.32584798,Persuadable
JIO10028882,0.99734,0.9876304,0.009709597,Sure thing / Lost cause
JIO10051755,0.99674404,0.9955396,0.001204431,Sure thing / Lost cause
JIO10041579,0.16523907,0.80516464,-0.6399256,Sleeping dog (do not disturb)
JIO10060756,0.9973079,0.98889333,0.0084145665,Sure thing / Lost cause
JIO10041759,0.9955479,0.8730923,0.1224556,Persuadable
JIO10002823,0.9998981,0.9993563,0.0005417466,Sure thing / Lost cause
JIO10041746,0.9999889,0.9999101,7.879734e-05,Sure thing / Lost cause
JIO10057786,0.99921095,0.9996166,-0.0004056692,Sure thing / Lost cause
JIO10030552,0.9988757,0.99389523,0.004980445,Sure thing / Lost cause
JIO10058049,0.97384554,0.96416473,0.009680808,Sure thing / Lost cause
JIO10056488,0.98907393,0.9859795,0.0030944347,Sure thing / Lost cause
JIO10058367,0.20159855,0.9174713,-0.71587276,Sleeping dog (do not disturb)
JIO10039634,0.9906606,0.9965198,-0.005859196,Sure thing / Lost cause
JIO10031000,0.9931948,0.8997211,0.09347373,Persuadable
JIO10052919,0.998544,0.9977558,0.0007881522,Sure thing / Lost cause
JIO10056061,0.96913683,0.94329584,0.025840998,Sure thing / Lost cause
JIO10007391,0.9989083,0.9670906,0.031817675,Sure thing / Lost cause
JIO10051628,0.99551976,0.9962851,-0.00076532364,Sure thing / Lost cause
JIO10002001,0.99995434,0.9997873,0.00016707182,Sure thing / Lost cause
JIO10002311,0.98153114,0.98603016,-0.004499018,Sure thing / Lost cause
JIO10010559,0.99154776,0.99908984,-0.0075420737,Sure thing / Lost cause
JIO10051654,0.9999281,0.9988305,0.0010976195,Sure thing / Lost cause
JIO10057327,0.99898285,0.99496883,0.004014015,Sure thing / Lost cause
JIO10048899,0.96802706,0.98637646,-0.01834941,Sure thing / Lost cause
JIO10059046,0.9999716,0.9993819,0.00058972836,Sure thing / Lost cause
JIO10017530,0.9956707,0.99844813,-0.0027774572,Sure thing / Lost cause
JIO10036434,0.9991449,0.99606377,0.003081143,Sure thing / Lost cause
JIO10055114,0.99996006,0.9986272,0.0013328791,Sure thing / Lost cause
JIO10003339,0.9987373,0.99899465,-0.00025737286,Sure thing / Lost cause
JIO10034994,0.99987364,0.99984455,2.9087067e-05,Sure thing / Lost cause
JIO10019368,0.9995803,0.99873096,0.0008493662,Sure thing / Lost cause
JIO10045855,0.99846834,0.9970186,0.0014497638,Sure thing / Lost cause
JIO10010959,0.85097986,0.47649324,0.37448663,Persuadable
JIO10064180,0.9977348,0.98684466,0.010890126,Sure thing / Lost cause
JIO10024276,0.99575245,0.9720358,0.023716629,Sure thing / Lost cause
JIO10054112,0.998879,0.97929263,0.019586384,Sure thing / Lost cause
JIO10052500,0.9999924,0.9999124,7.998943e-05,Sure thing / Lost cause
JIO10061516,0.90699697,0.7751509,0.13184607,Persuadable
JIO10060698,0.99581677,0.99518305,0.0006337166,Sure thing / Lost cause
JIO10045898,0.99848145,0.9988986,-0.0004171729,Sure thing / Lost cause
JIO10024488,0.96109617,0.9677412,-0.006645024,Sure thing / Lost cause
JIO10037454,0.9996424,0.99839467,0.001247704,Sure thing / Lost cause
JIO10046772,0.99572635,0.9527954,0.04293096,Sure thing / Lost cause
JIO10026564,0.9995524,0.9997881,-0.00023567677,Sure thing / Lost cause
JIO10008831,0.9969074,0.99164855,0.005258858,Sure thing / Lost cause
JIO10043528,0.9982418,0.9955979,0.0026438832,Sure thing / Lost cause
JIO10003856,0.9929859,0.99199075,0.0009951591,Sure thing / Lost cause
JIO10052725,0.99911517,0.99793905,0.0011761189,Sure thing / Lost cause
JIO10043814,0.99993,0.99735,0.0025800467,Sure thing / Lost cause
JIO10010430,0.9996538,0.99990857,-0.00025475025,Sure thing / Lost cause
JIO10034840,0.87438357,0.82383084,0.050552726,Persuadable
JIO10004787,0.03954224,0.41769323,-0.378151,Sleeping dog (do not disturb)
JIO10000812,0.9995505,0.99656206,0.0029884577,Sure thing / Lost cause
JIO10001093,0.9956085,0.9677741,0.027834415,Sure thing / Lost cause
JIO10016619,0.9912441,0.99328786,-0.0020437837,Sure thing / Lost cause
JIO10002436,0.9603444,0.86786073,0.09248364,Persuadable
JIO10062850,0.9937033,0.9968088,-0.0031055212,Sure thing / Lost cause
JIO10022879,0.99388736,0.9970975,-0.0032101274,Sure thing / Lost cause
JIO10047199,0.99874157,0.99938786,-0.00064629316,Sure thing / Lost cause
JIO10055964,0.99006957,0.97593474,0.014134824,Sure thing / Lost cause
JIO10038511,0.9996544,0.99823964,0.0014147758,Sure thing / Lost cause
JIO10037043,0.99975365,0.9954465,0.004307151,Sure thing / Lost cause
JIO10010811,0.8998011,0.9774104,-0.0776093,Sleeping dog (do not disturb)
JIO10003603,0.8638008,0.7398689,0.123931944,Persuadable
JIO10030186,0.6798738,0.38438052,0.2954933,Persuadable
JIO10034823,0.9646762,0.868688,0.095988214,Persuadable
JIO10053484,0.9968364,0.96779877,0.029037654,Sure thing / Lost cause
JIO10032166,0.99755543,0.99539185,0.002163589,Sure thing / Lost cause
JIO10001834,0.9918315,0.9669858,0.02484566,Sure thing / Lost cause
JIO10004235,0.9999976,0.99986887,0.00012874603,Sure thing / Lost cause
JIO10044908,0.9957195,0.9985343,-0.0028148293,Sure thing / Lost cause
JIO10025394,0.9998512,0.99373674,0.006114483,Sure thing / Lost cause
JIO10008402,0.9930067,0.99342114,-0.0004144311,Sure thing / Lost cause
JIO10006144,0.9888649,0.98134047,0.0075244308,Sure thing / Lost cause
JIO10063455,0.99769515,0.9991366,-0.0014414787,Sure thing / Lost cause
JIO10006797,0.9689174,0.9554085,0.013508916,Sure thing / Lost cause
JIO10033844,0.9302939,0.9464517,-0.016157806,Sure thing / Lost cause
JIO10010549,0.9994784,0.9981256,0.001352787,Sure thing / Lost cause
JIO10030414,0.99979,0.9998958,-0.000105798244,Sure thing / Lost cause
JIO10040509,0.99513173,0.9950421,8.9645386e-05,Sure thing / Lost cause
JIO10062484,0.99995685,0.9988681,0.0010887384,Sure thing / Lost cause
JIO10011175,0.9997919,0.9850773,0.014714599,Sure thing / Lost cause
JIO10029602,0.83402115,0.9676404,-0.13361925,Sleeping dog (do not disturb)
JIO10037587,0.9054168,0.6316599,0.27375686,Persuadable
JIO10011411,0.9961325,0.99106055,0.005071938,Sure thing / Lost cause
JIO10051262,0.9653904,0.9561029,0.009287477,Sure thing / Lost cause
JIO10020466,0.99939775,0.9998124,-0.0004146695,Sure thing / Lost cause
JIO10043173,0.90393525,0.93371814,-0.029782891,Sleeping dog (do not disturb)
JIO10012541,0.15855958,0.9560614,-0.79750186,Sleeping dog (do not disturb)
JIO10057996,0.9999454,0.9984237,0.0015217066,Sure thing / Lost cause
JIO10014689,0.54235816,0.8920461,-0.34968793,Sleeping dog (do not disturb)
JIO10044594,0.97645265,0.9155114,0.06094122,Persuadable
JIO10010145,0.9986539,0.9980545,0.0005993843,Sure thing / Lost cause
JIO10011998,0.99459803,0.95939296,0.035205066,Sure thing / Lost cause
JIO10044972,0.9987924,0.97116685,0.02762556,Sure thing / Lost cause
JIO10019000,0.9958222,0.9795303,0.016291916,Sure thing / Lost cause
JIO10002980,0.9983364,0.9935406,0.0047957897,Sure thing / Lost cause
JIO10005739,0.9955877,0.9629665,0.032621205,Sure thing / Lost cause
JIO10043388,0.95562834,0.9873893,-0.03176099,Sleeping dog (do not disturb)
JIO10032255,0.9973398,0.98041844,0.016921341,Sure thing / Lost cause
JIO10046271,0.9928114,0.9930519,-0.00024050474,Sure thing / Lost cause
JIO10051896,0.99983525,0.9949569,0.004878342,Sure thing / Lost cause
JIO10041890,0.9996332,0.9923723,0.0072609186,Sure thing / Lost cause
JIO10021079,0.99984205,0.99853563,0.0013064146,Sure thing / Lost cause
JIO10012785,0.99959475,0.98381054,0.015784204,Sure thing / Lost cause
JIO10040253,0.999866,0.9965509,0.0033150911,Sure thing / Lost cause
JIO10058678,0.9975501,0.9983387,-0.00078862906,Sure thing / Lost cause
JIO10049804,0.9999821,0.9999713,1.0848045e-05,Sure thing / Lost cause
JIO10027167,0.9994535,0.9875091,0.011944413,Sure thing / Lost cause
JIO10045088,0.9808615,0.4619109,0.5189506,Persuadable
JIO10018313,0.9978136,0.992991,0.004822612,Sure thing / Lost cause
JIO10035991,0.99972695,0.9980568,0.0016701221,Sure thing / Lost cause
JIO10002731,0.9996505,0.9977035,0.0019469857,Sure thing / Lost cause
JIO10063976,0.99893564,0.99805474,0.00088089705,Sure thing / Lost cause
JIO10000912,0.99996305,0.99981743,0.00014561415,Sure thing / Lost cause
JIO10004371,0.99828964,0.997171,0.00111866,Sure thing / Lost cause
JIO10005991,0.9874588,0.9430495,0.044409335,Sure thing / Lost cause
JIO10023320,0.99997413,0.9996741,0.00030004978,Sure thing / Lost cause
JIO10010752,0.99574995,0.9564016,0.039348364,Sure thing / Lost cause
JIO10031522,0.9999784,0.9947454,0.0052330494,Sure thing / Lost cause
JIO10010405,0.9998312,0.99842846,0.0014027357,Sure thing / Lost cause
JIO10008406,0.9993044,0.99929285,1.1563301e-05,Sure thing / Lost cause
JIO10062409,0.99999154,0.9999502,4.1365623e-05,Sure thing / Lost cause
JIO10017441,0.99468416,0.9800655,0.014618635,Sure thing / Lost cause
JIO10031444,0.9999316,0.9998179,0.00011366606,Sure thing / Lost cause
JIO10035608,0.99976915,0.99760276,0.0021663904,Sure thing / Lost cause
JIO10046356,0.9998242,0.9974347,0.0023895502,Sure thing / Lost cause
JIO10050575,0.07441996,0.51618695,-0.44176698,Sleeping dog (do not disturb)
JIO10047946,0.92037684,0.9861064,-0.06572956,Sleeping dog (do not disturb)
JIO10016888,0.8606685,0.93979794,-0.07912946,Sleeping dog (do not disturb)
JIO10032797,0.91928905,0.9677055,-0.048416436,Sleeping dog (do not disturb)
JIO10023518,0.9995621,0.9929991,0.006563008,Sure thing / Lost cause
JIO10044110,0.98531336,0.9891529,-0.0038395524,Sure thing / Lost cause
JIO10051058,0.040668387,0.042322714,-0.0016543269,Sure thing / Lost cause
JIO10010842,0.9992803,0.9999013,-0.0006210208,Sure thing / Lost cause
JIO10052560,0.999808,0.98022664,0.019581378,Sure thing / Lost cause
JIO10036686,0.9999682,0.9998516,0.000116586685,Sure thing / Lost cause
JIO10025370,0.99853206,0.9974341,0.0010979772,Sure thing / Lost cause
JIO10035459,0.99992,0.9995751,0.00034493208,Sure thing / Lost cause
JIO10058608,0.99874085,0.9932689,0.005471945,Sure thing / Lost cause
JIO10015926,0.99875605,0.9984622,0.0002938509,Sure thing / Lost cause
JIO10038836,0.9510023,0.9651091,-0.01410681,Sure thing / Lost cause
JIO10060966,0.8865004,0.9754946,-0.088994205,Sleeping dog (do not disturb)
JIO10061012,0.9677077,0.976737,-0.009029329,Sure thing / Lost cause
JIO10046766,0.983327,0.9458848,0.037442148,Sure thing / Lost cause
JIO10012671,0.98962617,0.96837705,0.021249115,Sure thing / Lost cause
JIO10002591,0.20892796,0.77620375,-0.56727576,Sleeping dog (do not disturb)
JIO10036079,0.97977084,0.9812044,-0.0014335513,Sure thing / Lost cause
JIO10043183,0.99991775,0.99952006,0.0003976822,Sure thing / Lost cause
JIO10062741,0.99983704,0.99890614,0.00093090534,Sure thing / Lost cause
JIO10007288,0.42075092,0.30963886,0.11111206,Persuadable
JIO10000409,0.99995935,0.9999285,3.0875206e-05,Sure thing / Lost cause
JIO10032029,0.9999119,0.99972016,0.00019174814,Sure thing / Lost cause
JIO10040736,0.9999895,0.99990296,8.6545944e-05,Sure thing / Lost cause
JIO10039883,0.9998877,0.99887806,0.0010096431,Sure thing / Lost cause
JIO10039108,0.96616423,0.9548595,0.011304736,Sure thing / Lost cause
JIO10035665,0.99578804,0.9985561,-0.0027680397,Sure thing / Lost cause
JIO10034811,0.9677039,0.96015126,0.0075526237,Sure thing / Lost cause
JIO10064407,0.8382111,0.9617151,-0.12350398,Sleeping dog (do not disturb)
JIO10053726,0.9994294,0.999795,-0.0003656149,Sure thing / Lost cause
JIO10050748,0.9999286,0.9998913,3.7312508e-05,Sure thing / Lost cause
JIO10061404,0.6079273,0.82648474,-0.21855742,Sleeping dog (do not disturb)
JIO10027524,0.9999652,0.9993007,0.0006644726,Sure thing / Lost cause
JIO10043258,0.9999126,0.99558973,0.0043228865,Sure thing / Lost cause
JIO10061327,0.14964066,0.637631,-0.48799032,Sleeping dog (do not disturb)
JIO10016886,0.99928313,0.9975178,0.0017653108,Sure thing / Lost cause
JIO10035495,0.9988933,0.9769002,0.0219931,Sure thing / Lost cause
JIO10012906,0.9999794,0.99907315,0.000906229,Sure thing / Lost cause
JIO10059472,0.9998952,0.9999403,-4.506111e-05,Sure thing / Lost cause
JIO10036005,0.993835,0.9869131,0.0069218874,Sure thing / Lost cause
JIO10001725,0.8252085,0.43258032,0.39262816,Persuadable
JIO10018858,0.9995865,0.99840933,0.0011771917,Sure thing / Lost cause
JIO10025021,0.9963811,0.94228834,0.054092765,Persuadable
JIO10040482,0.99992096,0.9994449,0.0004760623,Sure thing / Lost cause
JIO10063181,0.999998,0.99996936,2.861023e-05,Sure thing / Lost cause
JIO10020694,0.9999218,0.999108,0.0008137822,Sure thing / Lost cause
JIO10052089,0.99988854,0.9982937,0.0015948415,Sure thing / Lost cause
JIO10049267,0.9994068,0.95834583,0.041060984,Sure thing / Lost cause
JIO10063989,0.99978787,0.98900616,0.010781705,Sure thing / Lost cause
JIO10004344,0.9979741,0.98604,0.011934102,Sure thing / Lost cause
JIO10016543,0.99913365,0.99754745,0.0015861988,Sure thing / Lost cause
JIO10002517,0.9967507,0.99652916,0.00022155046,Sure thing / Lost cause
JIO10001666,0.9999212,0.9996575,0.00026369095,Sure thing / Lost cause
JIO10019935,0.99994326,0.9996013,0.00034195185,Sure thing / Lost cause
JIO10035587,0.9989504,0.99132466,0.0076257586,Sure thing / Lost cause
JIO10029306,0.9984037,0.16158389,0.8368198,Persuadable
JIO10019552,0.9999101,0.99958926,0.0003208518,Sure thing / Lost cause
JIO10024624,0.99898356,0.99201983,0.00696373,Sure thing / Lost cause
JIO10063809,0.9995684,0.9772347,0.022333682,Sure thing / Lost cause
JIO10009116,0.9984413,0.9975432,0.0008980632,Sure thing / Lost cause
JIO10042912,0.9792529,0.93841153,0.04084134,Sure thing / Lost cause
JIO10000279,0.99860615,0.99460286,0.0040032864,Sure thing / Lost cause
JIO10000123,0.999882,0.99985385,2.8133392e-05,Sure thing / Lost cause
JIO10050438,0.9866008,0.98646,0.00014084578,Sure thing / Lost cause
JIO10005156,0.9993438,0.9939342,0.0054095984,Sure thing / Lost cause
JIO10049863,0.99972314,0.9998363,-0.00011318922,Sure thing / Lost cause
JIO10015410,0.9988446,0.99662006,0.0022245646,Sure thing / Lost cause
JIO10059510,0.99921,0.9997129,-0.0005028844,Sure thing / Lost cause
JIO10038508,0.99103117,0.9958949,-0.004863739,Sure thing / Lost cause
JIO10024993,0.99560755,0.9796285,0.015979052,Sure thing / Lost cause
JIO10043349,0.99780494,0.986121,0.011683941,Sure thing / Lost cause
JIO10046296,0.9989737,0.99962664,-0.0006529093,Sure thing / Lost cause
JIO10056053,0.42820457,0.28950226,0.1387023,Persuadable
JIO10006541,0.998069,0.9948697,0.0031992793,Sure thing / Lost cause
JIO10034321,0.5099252,0.8589565,-0.34903133,Sleeping dog (do not disturb)
JIO10037761,0.99974436,0.99331796,0.006426394,Sure thing / Lost cause
JIO10042078,0.9028275,0.9784857,-0.0756582,Sleeping dog (do not disturb)
JIO10063159,0.999941,0.9997967,0.00014430285,Sure thing / Lost cause
JIO10059356,0.9470229,0.93748814,0.009534776,Sure thing / Lost cause
JIO10019731,0.9999013,0.99855596,0.0013453364,Sure thing / Lost cause
JIO10013370,0.9934396,0.9800269,0.013412714,Sure thing / Lost cause
JIO10025406,0.9999608,0.9992894,0.0006713867,Sure thing / Lost cause
JIO10054032,0.99927217,0.99884844,0.00042372942,Sure thing / Lost cause
JIO10026614,0.9999875,0.999403,0.00058448315,Sure thing / Lost cause
JIO10007324,0.99996924,0.99978894,0.00018030405,Sure thing / Lost cause
JIO10054950,0.9880235,0.999315,-0.011291504,Sure thing / Lost cause
JIO10009854,0.99166006,0.9792253,0.012434781,Sure thing / Lost cause
JIO10058419,0.99976677,0.9981218,0.001644969,Sure thing / Lost cause
JIO10011068,0.99965453,0.9930155,0.0066390038,Sure thing / Lost cause
JIO10015427,0.99132615,0.99037933,0.0009468198,Sure thing / Lost cause
JIO10011995,0.9913325,0.9656543,0.025678158,Sure thing / Lost cause
JIO10017113,0.99821967,0.9761647,0.02205497,Sure thing / Lost cause
JIO10044230,0.86025167,0.3714172,0.48883447,Persuadable
JIO10014770,0.9997588,0.9989868,0.00077199936,Sure thing / Lost cause
JIO10052000,0.9994425,0.99553573,0.0039067864,Sure thing / Lost cause
JIO10045713,0.99978536,0.9970325,0.0027528405,Sure thing / Lost cause
JIO10023889,0.9940714,0.9930219,0.0010495186,Sure thing / Lost cause
JIO10048852,0.99984896,0.9997999,4.9054623e-05,Sure thing / Lost cause
JIO10011553,0.99967587,0.9990558,0.0006200671,Sure thing / Lost cause
JIO10048539,0.99136376,0.9939798,-0.0026160479,Sure thing / Lost cause
JIO10037839,0.92273575,0.94727105,-0.024535298,Sleeping dog (do not disturb)
JIO10020131,0.9827753,0.98545396,-0.0026786923,Sure thing / Lost cause
JIO10045415,0.9978371,0.9886419,0.009195209,Sure thing / Lost cause
JIO10009813,0.99922395,0.9915018,0.0077221394,Sure thing / Lost cause
JIO10009053,0.9999865,0.9998553,0.00013124943,Sure thing / Lost cause
JIO10033724,0.99999106,0.9964413,0.0035497546,Sure thing / Lost cause
JIO10049832,0.99664164,0.9970475,-0.00040584803,Sure thing / Lost cause
JIO10022139,0.999686,0.99947935,0.0002066493,Sure thing / Lost cause
JIO10047868,0.9914541,0.9687904,0.022663713,Sure thing / Lost cause
JIO10002665,0.9991528,0.9974947,0.001658082,Sure thing / Lost cause
JIO10058406,0.9996506,0.9994161,0.00023448467,Sure thing / Lost cause
JIO10060901,0.99877876,0.9916648,0.0071139336,Sure thing / Lost cause
JIO10050257,0.9999794,0.99981993,0.00015944242,Sure thing / Lost cause
JIO10034324,0.9935749,0.97602946,0.017545462,Sure thing / Lost cause
JIO10017995,0.99989927,0.9999136,-1.4305115e-05,Sure thing / Lost cause
JIO10056008,0.99982893,0.999944,-0.000115036964,Sure thing / Lost cause
JIO10037151,0.9999262,0.99592364,0.004002571,Sure thing / Lost cause
JIO10008848,0.97265446,0.940307,0.03234744,Sure thing / Lost cause
JIO10040022,0.9999559,0.99991786,3.8027763e-05,Sure thing / Lost cause
JIO10060468,0.9999325,0.9995436,0.0003889203,Sure thing / Lost cause
JIO10035200,0.9110329,0.8607056,0.0503273,Persuadable
JIO10063742,0.9059881,0.7041571,0.20183098,Persuadable
JIO10051275,0.9998667,0.9998832,-1.6450882e-05,Sure thing / Lost cause
JIO10007808,0.98917973,0.86374813,0.1254316,Persuadable
JIO10010766,0.9999888,0.99990976,7.903576e-05,Sure thing / Lost cause
JIO10003411,0.99986804,0.99941003,0.0004580021,Sure thing / Lost cause
JIO10023804,0.9937085,0.9813395,0.012368977,Sure thing / Lost cause
JIO10030228,0.98196226,0.95585287,0.026109397,Sure thing / Lost cause
JIO10060917,0.9999707,0.9998721,9.858608e-05,Sure thing / Lost cause
JIO10050050,0.9999926,0.9995407,0.00045192242,Sure thing / Lost cause
JIO10022696,0.99952364,0.9984475,0.0010761619,Sure thing / Lost cause
