sr_id,subscriber_id,circle,circle_code,product,sr_category,sr_subcategory,channel,raised_date,sla_days,resolution_days,resolved_date,sla_breach_flag,reopened_flag,status,csat_score
SR300007279,JIO10028629,Uttar Pradesh East,UPE,Wireless,Network,No coverage,MyJio app,2026-06-25 00:00:00,3,6.4,2026-07-01 09:36:00,TRUE,TRUE,Closed,3
SR300010628,JIO10040958,Maharashtra & Goa,MH,Wireless,Billing,Plan mismatch,MyJio app,2026-07-06 00:00:00,5,1,2026-07-07 00:00:00,FALSE,FALSE,Closed,3
SR300007350,JIO10012001,Bihar & Jharkhand,BH,Wireless,Billing,Incorrect charge,Call centre,2026-04-09 00:00:00,5,4.7,2026-04-13 16:48:00,FALSE,FALSE,Closed,5
SR300000246,JIO10047882,Jammu & Kashmir,JK,Wireless,Provisioning,Activation failure,MyJio app,2026-07-29 00:00:00,7,4.4,2026-08-02 09:36:00,FALSE,FALSE,Closed,1
SR300002477,JIO10044924,Uttar Pradesh East,UPE,Wireless,Service,Value added service,MyJio app,2026-07-30 00:00:00,4,3.3,2026-08-02 07:12:00,FALSE,FALSE,Closed,4
SR300007706,JIO10037658,Rajasthan,RJ,Wireless,Service,Plan change request,Retail store,2026-06-15 00:00:00,4,8.7,2026-06-23 16:48:00,TRUE,FALSE,Closed,5
SR300005033,JIO10027721,Maharashtra & Goa,MH,Wireless,Network,Call drop,Call centre,2026-03-04 00:00:00,3,5.5,2026-03-09 12:00:00,TRUE,FALSE,Closed,2
SR300006040,JIO10034872,Uttar Pradesh East,UPE,Wireless,Service,Value added service,Retail store,2026-05-09 00:00:00,4,5.7,2026-05-14 16:48:00,TRUE,FALSE,Closed,3
SR300004146,JIO10022237,Tamil Nadu,TN,JioAirFiber,Provisioning,Installation delay,Call centre,2026-06-12 00:00:00,7,,,TRUE,TRUE,Open,
SR300005520,JIO10039165,Andhra Pradesh & Telangana,AP,Wireless,Network,Slow data,MyJio app,2026-07-23 00:00:00,3,0.3,2026-07-23 07:12:00,FALSE,FALSE,Closed,2
SR300007417,JIO10016368,Gujarat,GJ,Wireless,Billing,Refund pending,Retail store,2026-08-23 00:00:00,5,1.6,2026-08-24 14:24:00,FALSE,TRUE,Closed,5
SR300000377,JIO10005965,Haryana,HR,Wireless,Billing,Refund pending,WhatsApp,2026-04-17 00:00:00,5,2.2,2026-04-19 04:48:00,FALSE,FALSE,Closed,3
SR300004867,JIO10049716,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,Call centre,2026-03-29 00:00:00,5,0.5,2026-03-29 12:00:00,FALSE,FALSE,Closed,2
SR300002217,JIO10059795,Andhra Pradesh & Telangana,AP,Wireless,Device,SIM replacement,Call centre,2026-04-25 00:00:00,4,6.6,2026-05-01 14:24:00,TRUE,FALSE,Closed,4
SR300010162,JIO10033677,West Bengal,WB,Wireless,Device,SIM replacement,Call centre,2026-05-26 00:00:00,4,4,2026-05-30 00:00:00,FALSE,FALSE,Closed,4
SR300013661,JIO10010103,Rajasthan,RJ,Wireless,Device,SIM replacement,Call centre,2026-07-03 00:00:00,4,3.4,2026-07-06 09:36:00,FALSE,FALSE,Closed,2
SR300011169,JIO10021332,Uttar Pradesh East,UPE,Wireless,Billing,Recharge not credited,Web,2026-06-02 00:00:00,5,4.5,2026-06-06 12:00:00,FALSE,TRUE,Closed,5
SR300006256,JIO10058519,Uttar Pradesh West,UPW,Wireless,Billing,Refund pending,Call centre,2026-03-26 00:00:00,5,2.8,2026-03-28 19:12:00,FALSE,FALSE,Closed,2
SR300004716,JIO10001083,Mumbai,MU,Wireless,Network,Call drop,Call centre,2026-08-01 00:00:00,3,7.1,2026-08-08 02:24:00,TRUE,FALSE,Closed,3
SR300008428,JIO10009586,Karnataka,KA,Wireless,Service,Value added service,Web,2026-03-13 00:00:00,4,1.7,2026-03-14 16:48:00,FALSE,FALSE,Closed,4
SR300002264,JIO10008053,Andhra Pradesh & Telangana,AP,Wireless,Billing,Plan mismatch,Call centre,2026-04-16 00:00:00,5,3,2026-04-19 00:00:00,FALSE,TRUE,Closed,2
SR300010063,JIO10045096,Uttar Pradesh West,UPW,Wireless,Billing,Recharge not credited,Retail store,2026-06-21 00:00:00,5,1.4,2026-06-22 09:36:00,FALSE,FALSE,Closed,3
SR300003407,JIO10046531,Maharashtra & Goa,MH,Wireless,Network,No coverage,MyJio app,2026-03-17 00:00:00,3,2.7,2026-03-19 16:48:00,FALSE,FALSE,Closed,5
SR300013184,JIO10003393,Tamil Nadu,TN,JioFiber,Provisioning,Engineer no-show,MyJio app,2026-03-14 00:00:00,7,2.9,2026-03-16 21:36:00,FALSE,FALSE,Closed,3
SR300002898,JIO10053286,Andhra Pradesh & Telangana,AP,Wireless,Billing,Refund pending,MyJio app,2026-04-19 00:00:00,5,2.1,2026-04-21 02:24:00,FALSE,FALSE,Closed,5
SR300003599,JIO10034860,Uttar Pradesh East,UPE,Wireless,Billing,Refund pending,MyJio app,2026-06-22 00:00:00,5,1.7,2026-06-23 16:48:00,FALSE,FALSE,Closed,3
SR300012323,JIO10016272,Mumbai,MU,JioAirFiber,Device,Router fault,Web,2026-08-12 00:00:00,4,1.2,2026-08-13 04:48:00,FALSE,FALSE,Closed,1
SR300005818,JIO10023700,Tamil Nadu,TN,Wireless,Network,Slow data,Call centre,2026-07-13 00:00:00,3,6.9,2026-07-19 21:36:00,TRUE,FALSE,Closed,5
SR300002362,JIO10027066,Andhra Pradesh & Telangana,AP,JioAirFiber,Provisioning,Relocation pending,Call centre,2026-07-26 00:00:00,7,7.3,2026-08-02 07:12:00,TRUE,FALSE,Closed,1
SR300001304,JIO10036712,Odisha,OR,Wireless,Network,Slow data,MyJio app,2026-08-27 00:00:00,3,5.1,2026-09-01 02:24:00,TRUE,FALSE,Closed,1
SR300001345,JIO10013475,Uttar Pradesh East,UPE,Wireless,Billing,Recharge not credited,Retail store,2026-06-19 00:00:00,5,1,2026-06-20 00:00:00,FALSE,FALSE,Closed,5
SR300005891,JIO10023636,Delhi NCR,DL,Wireless,Billing,Plan mismatch,MyJio app,2026-05-01 00:00:00,5,4.2,2026-05-05 04:48:00,FALSE,FALSE,Closed,5
SR300002152,JIO10058019,Uttar Pradesh East,UPE,Wireless,Service,Plan change request,Retail store,2026-08-28 00:00:00,4,1.6,2026-08-29 14:24:00,FALSE,FALSE,Closed,3
SR300001675,JIO10028062,Gujarat,GJ,Wireless,Network,No coverage,Call centre,2026-03-31 00:00:00,3,5.2,2026-04-05 04:48:00,TRUE,FALSE,Closed,3
SR300007298,JIO10026470,Punjab,PB,Wireless,Network,5G not available,Retail store,2026-03-28 00:00:00,3,2,2026-03-30 00:00:00,FALSE,FALSE,Closed,2
SR300003148,JIO10000489,Uttar Pradesh East,UPE,Wireless,Billing,Refund pending,Call centre,2026-06-10 00:00:00,5,9.7,2026-06-19 16:48:00,TRUE,FALSE,Closed,2
SR300003853,JIO10027056,Bihar & Jharkhand,BH,Wireless,Network,5G not available,Retail store,2026-06-21 00:00:00,3,11.5,2026-07-02 12:00:00,TRUE,FALSE,Closed,2
SR300006464,JIO10000192,Uttar Pradesh East,UPE,Wireless,Network,5G not available,MyJio app,2026-03-23 00:00:00,3,5.2,2026-03-28 04:48:00,TRUE,FALSE,Closed,3
SR300000469,JIO10020005,Maharashtra & Goa,MH,Wireless,Network,No coverage,Retail store,2026-04-28 00:00:00,3,1.9,2026-04-29 21:36:00,FALSE,FALSE,Closed,3
SR300012311,JIO10026644,West Bengal,WB,Wireless,Network,Call drop,Call centre,2026-03-04 00:00:00,3,4.9,2026-03-08 21:36:00,TRUE,FALSE,Closed,3
SR300010088,JIO10018438,Delhi NCR,DL,Wireless,Billing,Recharge not credited,MyJio app,2026-07-20 00:00:00,5,4.1,2026-07-24 02:24:00,FALSE,TRUE,Closed,4
SR300011938,JIO10031970,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,5G not available,MyJio app,2026-04-29 00:00:00,3,2.5,2026-05-01 12:00:00,FALSE,FALSE,Closed,3
SR300002641,JIO10040987,Uttar Pradesh West,UPW,JioFiber,Provisioning,Relocation pending,Call centre,2026-05-03 00:00:00,7,3.7,2026-05-06 16:48:00,FALSE,FALSE,Closed,1
SR300005819,JIO10049712,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,Call centre,2026-07-23 00:00:00,5,4.4,2026-07-27 09:36:00,FALSE,FALSE,Closed,1
SR300012811,JIO10006364,Karnataka,KA,JioAirFiber,Device,Router fault,MyJio app,2026-08-30 00:00:00,4,10.1,2026-09-09 02:24:00,TRUE,FALSE,Closed,3
SR300009171,JIO10035636,Bihar & Jharkhand,BH,JioAirFiber,Provisioning,Installation delay,WhatsApp,2026-06-30 00:00:00,7,18.9,2026-07-18 21:36:00,TRUE,FALSE,Closed,3
SR300010037,JIO10038965,Andhra Pradesh & Telangana,AP,Wireless,Billing,Recharge not credited,MyJio app,2026-04-30 00:00:00,5,1.6,2026-05-01 14:24:00,FALSE,FALSE,Closed,1
SR300013451,JIO10022743,Madhya Pradesh & Chhattisgarh,MP,JioFiber,Device,Router fault,Web,2026-03-17 00:00:00,4,1.1,2026-03-18 02:24:00,FALSE,TRUE,Closed,3
SR300003141,JIO10016157,Maharashtra & Goa,MH,JioFiber,Provisioning,Installation delay,Call centre,2026-07-17 00:00:00,7,,,TRUE,FALSE,Open,
SR300004954,JIO10053938,Karnataka,KA,Wireless,Network,No coverage,Call centre,2026-07-13 00:00:00,3,7.4,2026-07-20 09:36:00,TRUE,FALSE,Closed,3
SR300009041,JIO10032832,Punjab,PB,Wireless,Provisioning,Activation failure,Call centre,2026-04-20 00:00:00,7,14,2026-05-04 00:00:00,TRUE,FALSE,Closed,2
SR300011230,JIO10050853,Karnataka,KA,JioFiber,Device,Router fault,Web,2026-07-01 00:00:00,4,1.9,2026-07-02 21:36:00,FALSE,FALSE,Closed,3
SR300009653,JIO10035700,Rajasthan,RJ,Wireless,Network,Call drop,MyJio app,2026-03-25 00:00:00,3,2.8,2026-03-27 19:12:00,FALSE,FALSE,Closed,2
SR300012991,JIO10022371,Jammu & Kashmir,JK,Wireless,Provisioning,Activation failure,Web,2026-03-29 00:00:00,7,7.5,2026-04-05 12:00:00,TRUE,FALSE,Closed,1
SR300002176,JIO10023014,Bihar & Jharkhand,BH,JioFiber,Device,Router fault,Call centre,2026-04-01 00:00:00,4,2.6,2026-04-03 14:24:00,FALSE,FALSE,Closed,5
SR300008317,JIO10005216,Uttar Pradesh East,UPE,JioFiber,Provisioning,Engineer no-show,Call centre,2026-07-27 00:00:00,7,4,2026-07-31 00:00:00,FALSE,TRUE,Closed,4
SR300013984,JIO10050839,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,Slow data,MyJio app,2026-04-19 00:00:00,3,7.3,2026-04-26 07:12:00,TRUE,FALSE,Closed,5
SR300009814,JIO10040565,Andhra Pradesh & Telangana,AP,Wireless,Service,Value added service,Retail store,2026-07-08 00:00:00,4,7.9,2026-07-15 21:36:00,TRUE,FALSE,Closed,4
SR300003342,JIO10060649,Kerala,KL,Wireless,Billing,Plan mismatch,Web,2026-08-07 00:00:00,5,7.6,2026-08-14 14:24:00,TRUE,FALSE,Closed,4
SR300008646,JIO10062212,Maharashtra & Goa,MH,Wireless,Billing,Plan mismatch,Call centre,2026-04-12 00:00:00,5,1.3,2026-04-13 07:12:00,FALSE,FALSE,Closed,1
SR300005986,JIO10049371,Maharashtra & Goa,MH,Wireless,Network,No coverage,Retail store,2026-04-10 00:00:00,3,3.6,2026-04-13 14:24:00,TRUE,TRUE,Closed,1
SR300002255,JIO10049548,Uttar Pradesh West,UPW,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-08-09 00:00:00,7,5.4,2026-08-14 09:36:00,FALSE,FALSE,Closed,3
SR300014038,JIO10052601,Punjab,PB,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-04-18 00:00:00,7,11.8,2026-04-29 19:12:00,TRUE,FALSE,Closed,4
SR300012043,JIO10056489,Odisha,OR,Wireless,Billing,Incorrect charge,MyJio app,2026-05-09 00:00:00,5,0.9,2026-05-09 21:36:00,FALSE,TRUE,Closed,3
SR300013548,JIO10008367,Maharashtra & Goa,MH,Wireless,Network,No coverage,MyJio app,2026-05-09 00:00:00,3,3.7,2026-05-12 16:48:00,TRUE,TRUE,Closed,4
SR300010775,JIO10039502,Uttar Pradesh West,UPW,Wireless,Network,5G not available,Retail store,2026-05-08 00:00:00,3,9.9,2026-05-17 21:36:00,TRUE,FALSE,Closed,1
SR300001225,JIO10013083,West Bengal,WB,Wireless,Billing,Refund pending,Call centre,2026-07-01 00:00:00,5,3.6,2026-07-04 14:24:00,FALSE,FALSE,Closed,2
SR300003232,JIO10064005,Jammu & Kashmir,JK,JioAirFiber,Provisioning,Engineer no-show,Retail store,2026-03-17 00:00:00,7,24.5,2026-04-10 12:00:00,TRUE,FALSE,Closed,1
SR300002452,JIO10011662,Tamil Nadu,TN,Wireless,Billing,Recharge not credited,MyJio app,2026-03-17 00:00:00,5,2,2026-03-19 00:00:00,FALSE,FALSE,Closed,5
SR300000431,JIO10008468,Maharashtra & Goa,MH,Wireless,Network,5G not available,MyJio app,2026-03-19 00:00:00,3,3.4,2026-03-22 09:36:00,TRUE,FALSE,Closed,4
SR300013848,JIO10003733,Bihar & Jharkhand,BH,Wireless,Billing,Incorrect charge,MyJio app,2026-03-07 00:00:00,5,4.3,2026-03-11 07:12:00,FALSE,TRUE,Closed,1
SR300011908,JIO10006864,Assam,AS,Wireless,Network,No coverage,MyJio app,2026-08-23 00:00:00,3,,,TRUE,FALSE,Open,
SR300013900,JIO10063705,Uttar Pradesh West,UPW,JioAirFiber,Provisioning,Engineer no-show,MyJio app,2026-07-01 00:00:00,7,2.8,2026-07-03 19:12:00,FALSE,FALSE,Closed,2
SR300006015,JIO10055030,Odisha,OR,Wireless,Network,No coverage,MyJio app,2026-03-27 00:00:00,3,2.6,2026-03-29 14:24:00,FALSE,FALSE,Closed,2
SR300008473,JIO10043138,Odisha,OR,Wireless,Service,Plan change request,WhatsApp,2026-04-17 00:00:00,4,1.7,2026-04-18 16:48:00,FALSE,FALSE,Closed,2
SR300002199,JIO10051410,Andhra Pradesh & Telangana,AP,Wireless,Billing,Incorrect charge,Call centre,2026-05-28 00:00:00,5,,,TRUE,FALSE,Open,
SR300008365,JIO10045424,Madhya Pradesh & Chhattisgarh,MP,JioFiber,Provisioning,Relocation pending,Retail store,2026-08-29 00:00:00,7,3,2026-09-01 00:00:00,FALSE,FALSE,Closed,5
SR300003017,JIO10048185,Kerala,KL,JioAirFiber,Device,Router fault,Call centre,2026-04-17 00:00:00,4,2.1,2026-04-19 02:24:00,FALSE,FALSE,Closed,4
SR300010381,JIO10019432,Rajasthan,RJ,Wireless,Billing,Recharge not credited,MyJio app,2026-06-27 00:00:00,5,,,TRUE,FALSE,Open,
SR300010626,JIO10011937,Mumbai,MU,Wireless,Device,eSIM activation,WhatsApp,2026-05-25 00:00:00,4,17.9,2026-06-11 21:36:00,TRUE,TRUE,Closed,2
SR300004519,JIO10037032,Bihar & Jharkhand,BH,JioAirFiber,Provisioning,Engineer no-show,MyJio app,2026-06-21 00:00:00,7,22.1,2026-07-13 02:24:00,TRUE,FALSE,Closed,2
SR300008623,JIO10046875,Andhra Pradesh & Telangana,AP,Wireless,Network,5G not available,MyJio app,2026-08-10 00:00:00,3,1,2026-08-11 00:00:00,FALSE,FALSE,Closed,3
SR300001856,JIO10044065,Gujarat,GJ,Wireless,Network,5G not available,Call centre,2026-05-23 00:00:00,3,4.8,2026-05-27 19:12:00,TRUE,FALSE,Closed,4
SR300006291,JIO10000397,Karnataka,KA,Wireless,Billing,Incorrect charge,MyJio app,2026-08-28 00:00:00,5,9.5,2026-09-06 12:00:00,TRUE,FALSE,Closed,4
SR300005447,JIO10006197,Bihar & Jharkhand,BH,JioFiber,Provisioning,Engineer no-show,MyJio app,2026-04-09 00:00:00,7,15.3,2026-04-24 07:12:00,TRUE,TRUE,Closed,3
SR300013511,JIO10027125,Bihar & Jharkhand,BH,Wireless,Service,Port-out enquiry,MyJio app,2026-08-09 00:00:00,4,5.1,2026-08-14 02:24:00,TRUE,FALSE,Closed,2
SR300013846,JIO10001733,Uttar Pradesh East,UPE,Wireless,Device,SIM replacement,Call centre,2026-03-17 00:00:00,4,4.3,2026-03-21 07:12:00,TRUE,FALSE,Closed,5
SR300009088,JIO10045359,Rajasthan,RJ,Wireless,Service,Plan change request,MyJio app,2026-04-25 00:00:00,4,4.8,2026-04-29 19:12:00,TRUE,FALSE,Closed,4
SR300011213,JIO10054446,Kerala,KL,Wireless,Network,5G not available,Web,2026-05-30 00:00:00,3,4.9,2026-06-03 21:36:00,TRUE,FALSE,Closed,2
SR300013544,JIO10059972,Haryana,HR,Wireless,Network,5G not available,Retail store,2026-07-08 00:00:00,3,0.5,2026-07-08 12:00:00,FALSE,FALSE,Closed,4
SR300004306,JIO10016125,Karnataka,KA,JioFiber,Provisioning,Relocation pending,MyJio app,2026-07-07 00:00:00,7,9.6,2026-07-16 14:24:00,TRUE,FALSE,Closed,4
SR300011732,JIO10056357,West Bengal,WB,Wireless,Billing,Refund pending,Retail store,2026-08-07 00:00:00,5,4.7,2026-08-11 16:48:00,FALSE,FALSE,Closed,1
SR300013102,JIO10033956,Gujarat,GJ,JioFiber,Provisioning,Installation delay,Call centre,2026-08-05 00:00:00,7,20.6,2026-08-25 14:24:00,TRUE,FALSE,Closed,2
SR300013921,JIO10007692,Uttar Pradesh East,UPE,Wireless,Network,5G not available,MyJio app,2026-06-08 00:00:00,3,7,2026-06-15 00:00:00,TRUE,FALSE,Closed,2
SR300012131,JIO10007631,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,Web,2026-07-05 00:00:00,5,4,2026-07-09 00:00:00,FALSE,FALSE,Closed,3
SR300005480,JIO10018570,North East,NE,Wireless,Network,5G not available,Retail store,2026-07-23 00:00:00,3,7.8,2026-07-30 19:12:00,TRUE,FALSE,Closed,1
SR300010076,JIO10055314,Uttar Pradesh East,UPE,JioFiber,Provisioning,Engineer no-show,Retail store,2026-06-02 00:00:00,7,14.7,2026-06-16 16:48:00,TRUE,FALSE,Closed,4
SR300009376,JIO10012173,Rajasthan,RJ,Wireless,Network,Call drop,Call centre,2026-05-22 00:00:00,3,4.2,2026-05-26 04:48:00,TRUE,FALSE,Closed,3
SR300000089,JIO10010397,Rajasthan,RJ,Wireless,Device,SIM replacement,Retail store,2026-05-12 00:00:00,4,1.3,2026-05-13 07:12:00,FALSE,FALSE,Closed,5
SR300006273,JIO10035281,Kolkata,KO,Wireless,Device,SIM replacement,Call centre,2026-07-05 00:00:00,4,5.5,2026-07-10 12:00:00,TRUE,FALSE,Closed,4
SR300006109,JIO10054275,Bihar & Jharkhand,BH,Wireless,Network,Call drop,MyJio app,2026-04-14 00:00:00,3,0.8,2026-04-14 19:12:00,FALSE,TRUE,Closed,5
SR300007042,JIO10032246,Bihar & Jharkhand,BH,JioFiber,Provisioning,Relocation pending,Call centre,2026-07-30 00:00:00,7,5.2,2026-08-04 04:48:00,FALSE,FALSE,Closed,4
SR300001415,JIO10007207,Madhya Pradesh & Chhattisgarh,MP,Wireless,Billing,Recharge not credited,MyJio app,2026-06-07 00:00:00,5,,,TRUE,FALSE,Open,
SR300004281,JIO10014559,Maharashtra & Goa,MH,Wireless,Network,5G not available,Retail store,2026-03-29 00:00:00,3,3.2,2026-04-01 04:48:00,TRUE,FALSE,Closed,4
SR300011731,JIO10045224,Kerala,KL,Wireless,Network,Slow data,MyJio app,2026-05-10 00:00:00,3,5.9,2026-05-15 21:36:00,TRUE,FALSE,Closed,4
SR300013289,JIO10042025,Andhra Pradesh & Telangana,AP,Wireless,Billing,Refund pending,Call centre,2026-03-31 00:00:00,5,9.6,2026-04-09 14:24:00,TRUE,FALSE,Closed,2
SR300009793,JIO10015371,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,MyJio app,2026-04-27 00:00:00,5,3.1,2026-04-30 02:24:00,FALSE,FALSE,Closed,3
SR300002379,JIO10014386,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,Slow data,Call centre,2026-05-07 00:00:00,3,,,TRUE,TRUE,Open,
SR300003703,JIO10027639,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,5G not available,MyJio app,2026-05-15 00:00:00,3,5.5,2026-05-20 12:00:00,TRUE,FALSE,Closed,4
SR300012841,JIO10027028,Uttar Pradesh East,UPE,Wireless,Service,Value added service,Call centre,2026-05-14 00:00:00,4,1.7,2026-05-15 16:48:00,FALSE,FALSE,Closed,5
SR300010136,JIO10029453,Uttar Pradesh East,UPE,Wireless,Network,No coverage,Retail store,2026-04-20 00:00:00,3,14.2,2026-05-04 04:48:00,TRUE,FALSE,Closed,4
SR300008912,JIO10040861,Andhra Pradesh & Telangana,AP,Wireless,Network,No coverage,Retail store,2026-08-11 00:00:00,3,14.8,2026-08-25 19:12:00,TRUE,FALSE,Closed,4
SR300013036,JIO10000958,Karnataka,KA,Wireless,Network,Slow data,Web,2026-07-12 00:00:00,3,0.6,2026-07-12 14:24:00,FALSE,FALSE,Closed,3
SR300009749,JIO10012768,Karnataka,KA,Wireless,Network,Call drop,Call centre,2026-05-21 00:00:00,3,3.6,2026-05-24 14:24:00,TRUE,FALSE,Closed,2
SR300006763,JIO10029606,Bihar & Jharkhand,BH,Wireless,Network,No coverage,Call centre,2026-05-16 00:00:00,3,2.7,2026-05-18 16:48:00,FALSE,FALSE,Closed,4
SR300002319,JIO10001960,Tamil Nadu,TN,Wireless,Billing,Plan mismatch,MyJio app,2026-06-18 00:00:00,5,2.6,2026-06-20 14:24:00,FALSE,TRUE,Closed,1
SR300003800,JIO10046790,Odisha,OR,Wireless,Network,5G not available,MyJio app,2026-07-21 00:00:00,3,4.2,2026-07-25 04:48:00,TRUE,FALSE,Closed,3
SR300001364,JIO10016276,Assam,AS,Wireless,Service,Port-out enquiry,Call centre,2026-07-20 00:00:00,4,,,TRUE,TRUE,Open,
SR300012668,JIO10018803,Uttar Pradesh East,UPE,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-06-07 00:00:00,7,8.1,2026-06-15 02:24:00,TRUE,FALSE,Closed,5
SR300001200,JIO10012927,Andhra Pradesh & Telangana,AP,JioFiber,Provisioning,Engineer no-show,Call centre,2026-07-09 00:00:00,7,19.2,2026-07-28 04:48:00,TRUE,FALSE,Closed,4
SR300003034,JIO10013979,Haryana,HR,Wireless,Network,No coverage,MyJio app,2026-07-21 00:00:00,3,,,TRUE,TRUE,Open,
SR300002309,JIO10044782,West Bengal,WB,Wireless,Billing,Plan mismatch,Call centre,2026-04-04 00:00:00,5,3.9,2026-04-07 21:36:00,FALSE,FALSE,Closed,3
SR300011945,JIO10050056,Uttar Pradesh East,UPE,Wireless,Service,Plan change request,Call centre,2026-08-25 00:00:00,4,,,TRUE,FALSE,Open,
SR300009420,JIO10034017,Bihar & Jharkhand,BH,JioAirFiber,Provisioning,Relocation pending,Retail store,2026-06-09 00:00:00,7,8.4,2026-06-17 09:36:00,TRUE,FALSE,Closed,2
SR300011404,JIO10062872,Uttar Pradesh East,UPE,Wireless,Network,5G not available,MyJio app,2026-06-13 00:00:00,3,10,2026-06-23 00:00:00,TRUE,FALSE,Closed,3
SR300001910,JIO10023801,Uttar Pradesh West,UPW,Wireless,Billing,Plan mismatch,Call centre,2026-04-04 00:00:00,5,7.1,2026-04-11 02:24:00,TRUE,FALSE,Closed,4
SR300013516,JIO10004136,Madhya Pradesh & Chhattisgarh,MP,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-04-27 00:00:00,7,7.3,2026-05-04 07:12:00,TRUE,FALSE,Closed,2
SR300010598,JIO10018654,Odisha,OR,Wireless,Billing,Refund pending,MyJio app,2026-06-30 00:00:00,5,4.2,2026-07-04 04:48:00,FALSE,FALSE,Closed,2
SR300002258,JIO10008522,Uttar Pradesh East,UPE,Wireless,Network,No coverage,Web,2026-03-13 00:00:00,3,14.9,2026-03-27 21:36:00,TRUE,FALSE,Closed,1
SR300008284,JIO10056262,Uttar Pradesh East,UPE,Wireless,Network,5G not available,Call centre,2026-04-25 00:00:00,3,5.5,2026-04-30 12:00:00,TRUE,FALSE,Closed,5
SR300000721,JIO10008422,Bihar & Jharkhand,BH,JioFiber,Provisioning,Relocation pending,Retail store,2026-05-14 00:00:00,7,24,2026-06-07 00:00:00,TRUE,FALSE,Closed,5
SR300012444,JIO10017348,Bihar & Jharkhand,BH,JioAirFiber,Provisioning,Engineer no-show,Call centre,2026-08-28 00:00:00,7,2.7,2026-08-30 16:48:00,FALSE,FALSE,Closed,2
SR300012524,JIO10005765,Kerala,KL,Wireless,Billing,Incorrect charge,Web,2026-05-14 00:00:00,5,3.4,2026-05-17 09:36:00,FALSE,FALSE,Closed,3
SR300008850,JIO10058471,Mumbai,MU,Wireless,Billing,Recharge not credited,MyJio app,2026-04-10 00:00:00,5,4.3,2026-04-14 07:12:00,FALSE,FALSE,Closed,3
SR300009860,JIO10064379,Uttar Pradesh East,UPE,Wireless,Service,Plan change request,MyJio app,2026-04-30 00:00:00,4,2.7,2026-05-02 16:48:00,FALSE,FALSE,Closed,5
SR300001950,JIO10003957,Delhi NCR,DL,JioAirFiber,Provisioning,Relocation pending,WhatsApp,2026-08-15 00:00:00,7,11.3,2026-08-26 07:12:00,TRUE,FALSE,Closed,2
SR300007774,JIO10026262,West Bengal,WB,Wireless,Network,Call drop,MyJio app,2026-08-09 00:00:00,3,2.4,2026-08-11 09:36:00,FALSE,FALSE,Closed,3
SR300006781,JIO10010505,Bihar & Jharkhand,BH,Wireless,Network,Slow data,MyJio app,2026-06-23 00:00:00,3,4.4,2026-06-27 09:36:00,TRUE,TRUE,Closed,4
SR300002771,JIO10006743,Uttar Pradesh East,UPE,JioAirFiber,Provisioning,Relocation pending,Retail store,2026-05-17 00:00:00,7,9.6,2026-05-26 14:24:00,TRUE,FALSE,Closed,2
SR300001761,JIO10051615,Bihar & Jharkhand,BH,Wireless,Network,No coverage,MyJio app,2026-07-03 00:00:00,3,3.4,2026-07-06 09:36:00,TRUE,FALSE,Closed,2
SR300013869,JIO10036128,West Bengal,WB,Wireless,Network,5G not available,MyJio app,2026-08-24 00:00:00,3,10.1,2026-09-03 02:24:00,TRUE,TRUE,Closed,3
SR300000397,JIO10061633,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,Call centre,2026-08-03 00:00:00,5,1.9,2026-08-04 21:36:00,FALSE,FALSE,Closed,2
SR300010108,JIO10021360,Tamil Nadu,TN,JioAirFiber,Provisioning,Relocation pending,MyJio app,2026-07-24 00:00:00,7,6.5,2026-07-30 12:00:00,FALSE,FALSE,Closed,2
SR300002367,JIO10043835,Rajasthan,RJ,Wireless,Device,SIM replacement,Call centre,2026-06-03 00:00:00,4,1.7,2026-06-04 16:48:00,FALSE,TRUE,Closed,2
SR300002874,JIO10022900,Uttar Pradesh West,UPW,Wireless,Billing,Recharge not credited,Call centre,2026-05-17 00:00:00,5,4,2026-05-21 00:00:00,FALSE,FALSE,Closed,1
SR300006766,JIO10045725,Gujarat,GJ,Wireless,Network,Call drop,MyJio app,2026-05-17 00:00:00,3,2.4,2026-05-19 09:36:00,FALSE,FALSE,Closed,1
SR300002389,JIO10046392,Tamil Nadu,TN,Wireless,Network,No coverage,MyJio app,2026-08-16 00:00:00,3,2.3,2026-08-18 07:12:00,FALSE,FALSE,Closed,3
SR300006101,JIO10019206,Karnataka,KA,Wireless,Network,No coverage,Retail store,2026-03-23 00:00:00,3,5.1,2026-03-28 02:24:00,TRUE,FALSE,Closed,5
