site_id,circle,circle_code,zone,pin_code,technology,subscribers_served,prb_utilisation_pct,avg_sinr_db,drop_call_rate_pct,avg_throughput_mbps,congestion_flag,backhaul
SITE0402235,Uttar Pradesh East,UPE,North,385848,4G LTE,23965,41.7,6.2,1.51,74.5,FALSE,Fibre
SITE0400971,Karnataka,KA,South,522993,5G SA,27343,39.6,9.4,0.59,38.2,FALSE,Fibre
SITE0401991,Gujarat,GJ,West,652721,5G SA,21706,8.4,16.1,0.22,56,FALSE,Fibre
SITE0402564,Rajasthan,RJ,North,235673,4G LTE,42042,32.8,18.2,0.3,162.1,FALSE,Fibre
SITE0401747,Andhra Pradesh & Telangana,AP,South,239169,5G SA,19658,48.1,1.8,1.25,99.7,FALSE,Fibre
SITE0401561,Uttar Pradesh West,UPW,North,424839,5G SA,28752,21.6,12,0.52,79.1,FALSE,Fibre
SITE0402516,Uttar Pradesh East,UPE,North,827691,5G NSA,42361,81.1,7.3,0.4,119.2,TRUE,Microwave
SITE0403828,Tamil Nadu,TN,South,608707,5G SA,24786,69.3,4.1,0.46,82.3,FALSE,Fibre
SITE0401758,Uttar Pradesh East,UPE,North,422732,5G NSA,23538,60.6,15.9,0.27,61.4,FALSE,Fibre
SITE0403724,Kolkata,KO,East,423754,5G NSA,16594,32.6,20.9,0.12,15.6,FALSE,Fibre
SITE0403505,Uttar Pradesh West,UPW,North,666050,4G LTE,27292,83.3,11.4,1.01,55.1,TRUE,Fibre
SITE0401262,Tamil Nadu,TN,South,237898,4G LTE,39067,12.9,9.7,0.4,186.3,FALSE,Microwave
SITE0400834,Kolkata,KO,East,841115,4G LTE,28829,46.3,7,1.48,148.2,FALSE,Fibre
SITE0400669,Maharashtra & Goa,MH,West,336770,5G SA,36719,23.6,20.1,0.17,97.5,FALSE,Microwave
SITE0401078,Assam,AS,East,352161,4G LTE,19996,34.8,10,1.47,61.8,FALSE,Microwave
SITE0401307,Tamil Nadu,TN,South,156523,4G LTE,27638,49.1,12,0.22,44.7,FALSE,Microwave
SITE0403798,Uttar Pradesh East,UPE,North,568302,5G SA,38469,84.1,3.1,0.4,55.7,TRUE,Fibre
SITE0400316,Kolkata,KO,East,358959,4G LTE,19370,42.7,5.2,0.55,55.7,FALSE,Fibre
SITE0402563,Rajasthan,RJ,North,627902,5G NSA,39754,39.6,18.4,0.51,99.3,FALSE,Fibre
SITE0401975,Maharashtra & Goa,MH,West,402511,5G NSA,33955,37.3,12.9,0.87,18.1,FALSE,Fibre
SITE0401117,Himachal Pradesh,HP,North,814828,4G LTE,30044,44.9,9.6,0.26,46.6,FALSE,Fibre
SITE0401731,Maharashtra & Goa,MH,West,693895,4G LTE,25842,40.6,8.5,0.32,51.3,FALSE,Fibre
SITE0403439,Assam,AS,East,323906,5G SA,14147,64.4,1.3,1.1,87.5,FALSE,Fibre
SITE0402993,Kolkata,KO,East,760685,5G SA,26656,21.9,8.1,0.41,112.5,FALSE,Fibre
SITE0400275,Andhra Pradesh & Telangana,AP,South,221714,5G SA,6342,7.4,15.7,0.35,126.3,FALSE,Microwave
SITE0401436,West Bengal,WB,East,528729,5G NSA,17723,60.4,5.4,0.41,109.3,FALSE,Fibre
SITE0401286,Tamil Nadu,TN,South,387208,5G SA,26880,41.7,7.7,0.23,47.6,FALSE,Fibre
SITE0400854,Rajasthan,RJ,North,329183,5G SA,5885,37.1,10.6,0.98,38.1,FALSE,Fibre
SITE0400719,Rajasthan,RJ,North,377827,5G NSA,25092,51.4,4.6,0.39,73.3,FALSE,Microwave
SITE0403517,Maharashtra & Goa,MH,West,660083,5G NSA,34424,41.5,11.7,0.24,85.6,FALSE,Fibre
SITE0402276,Rajasthan,RJ,North,758838,4G LTE,42322,41.3,6.1,0.16,71.1,FALSE,Microwave
SITE0400089,Maharashtra & Goa,MH,West,200124,4G LTE,16661,51.5,15.7,0.65,72.2,FALSE,Fibre
SITE0403730,Andhra Pradesh & Telangana,AP,South,434483,4G LTE,41683,23,11.2,0.12,185.7,FALSE,Fibre
SITE0401751,Uttar Pradesh West,UPW,North,514239,4G LTE,10285,24,12.8,0.04,91.9,FALSE,Microwave
SITE0401148,Haryana,HR,North,246734,5G SA,20092,32.2,6.5,0.66,52.9,FALSE,Microwave
SITE0401260,Tamil Nadu,TN,South,676899,5G SA,23236,41.8,0,1.42,38,FALSE,Microwave
SITE0403654,Bihar & Jharkhand,BH,East,376078,5G SA,28225,29.1,14.8,0.36,111,FALSE,Microwave
SITE0402531,Tamil Nadu,TN,South,422559,5G SA,29612,43.4,11.5,0.62,100.8,FALSE,Microwave
SITE0400033,Karnataka,KA,South,236070,4G LTE,37585,22,8.2,0.1,29,FALSE,Fibre
SITE0400758,Tamil Nadu,TN,South,662698,4G LTE,16516,45,-0.2,1.07,123.7,FALSE,Fibre
SITE0403795,Uttar Pradesh East,UPE,North,189137,4G LTE,26287,68.8,6.3,1.64,42.1,FALSE,Fibre
SITE0400755,Maharashtra & Goa,MH,West,589437,4G LTE,30408,72.1,3.8,0.19,34.2,FALSE,Microwave
SITE0400747,Kolkata,KO,East,555330,5G SA,15134,33.8,0.7,0.22,134.9,FALSE,Fibre
SITE0403447,Rajasthan,RJ,North,811222,4G LTE,20816,66.1,-0.6,0.99,89.3,FALSE,Microwave
SITE0400191,Bihar & Jharkhand,BH,East,737543,5G SA,40732,75.9,8.2,0.62,49,TRUE,Microwave
SITE0402473,Kerala,KL,South,197499,4G LTE,13503,57.4,9.2,0.37,77.1,FALSE,Microwave
SITE0400581,Gujarat,GJ,West,261735,5G SA,10072,38.9,9.4,0.54,74.4,FALSE,Fibre
SITE0401482,Uttar Pradesh East,UPE,North,391947,4G LTE,10264,71.2,6.3,0.66,87.4,FALSE,Microwave
SITE0400010,Rajasthan,RJ,North,505230,5G SA,21270,17.3,4.4,0.89,89.7,FALSE,Fibre
SITE0403531,Madhya Pradesh & Chhattisgarh,MP,North,336650,4G LTE,7146,39,8.7,0.44,142.4,FALSE,Fibre
SITE0400556,Uttar Pradesh East,UPE,North,345537,4G LTE,30324,34.8,12.3,0.53,61.8,FALSE,Fibre
SITE0400380,Odisha,OR,East,399675,4G LTE,8125,32.3,14.1,0.59,109.5,FALSE,Microwave
SITE0403006,Andhra Pradesh & Telangana,AP,South,203394,5G SA,40622,7.5,7.8,0.43,77.2,FALSE,Fibre
SITE0401500,Andhra Pradesh & Telangana,AP,South,516762,5G NSA,20683,50.9,4.7,0.12,59.1,FALSE,Microwave
SITE0402543,Karnataka,KA,South,726123,5G SA,21852,28.1,13.1,0.35,73.4,FALSE,Fibre
SITE0403127,Bihar & Jharkhand,BH,East,235504,4G LTE,30028,89,7.5,0.61,39.6,TRUE,Microwave
SITE0403778,West Bengal,WB,East,578848,5G NSA,22958,55.4,16.4,0.26,48.9,FALSE,Microwave
SITE0401070,Odisha,OR,East,580646,5G SA,3532,51.6,15.6,0.08,70.1,FALSE,Fibre
SITE0401495,Madhya Pradesh & Chhattisgarh,MP,North,121862,5G NSA,25322,18.1,9.5,0.33,142.9,FALSE,Fibre
SITE0403413,Tamil Nadu,TN,South,280882,5G SA,33183,16.1,9.7,0.33,73.3,FALSE,Microwave
SITE0400584,Kolkata,KO,East,192778,4G LTE,29119,40.4,6.1,1,99.7,FALSE,Fibre
SITE0403501,Delhi NCR,DL,North,687867,5G SA,36168,36.6,2.8,0.21,16.2,FALSE,Fibre
SITE0402918,Gujarat,GJ,West,280479,4G LTE,2195,47.8,10.2,0.84,95.6,FALSE,Fibre
SITE0402685,Uttar Pradesh East,UPE,North,375728,4G LTE,8082,96.1,0.9,0.49,54.1,TRUE,Fibre
SITE0400094,Tamil Nadu,TN,South,384923,5G SA,19923,42.6,3.3,0.69,111.3,FALSE,Fibre
SITE0402852,Rajasthan,RJ,North,146754,4G LTE,32794,13.8,9.4,0.51,94.6,FALSE,Fibre
SITE0403840,Karnataka,KA,South,483446,5G NSA,27246,29,13.5,0.44,71.5,FALSE,Fibre
SITE0402835,Uttar Pradesh East,UPE,North,806070,4G LTE,12788,60.1,11,0.79,54.3,FALSE,Fibre
SITE0402911,Haryana,HR,North,457281,5G SA,19361,49.1,11.6,0.66,69,FALSE,Fibre
SITE0403632,Uttar Pradesh West,UPW,North,518183,4G LTE,16648,63.9,6,0.26,53.3,FALSE,Microwave
SITE0401762,Kerala,KL,South,550114,5G SA,3377,48,10.1,0.76,72,FALSE,Microwave
SITE0403700,Odisha,OR,East,666127,4G LTE,11114,68,16.6,1.16,53.9,FALSE,Fibre
SITE0403133,Odisha,OR,East,681027,5G NSA,37438,54.9,6,0.86,93.4,FALSE,Microwave
SITE0402651,Uttar Pradesh East,UPE,North,550677,5G SA,18965,94.9,-2.7,0.09,61,TRUE,Fibre
SITE0401412,Uttar Pradesh East,UPE,North,736433,4G LTE,38880,56.1,15.2,0.28,88.6,FALSE,Fibre
SITE0403845,Bihar & Jharkhand,BH,East,220071,4G LTE,30161,36.2,12.5,0.7,70.4,FALSE,Fibre
SITE0402252,Karnataka,KA,South,773784,5G SA,11727,61,4,0.3,78,FALSE,Fibre
SITE0403630,Gujarat,GJ,West,289660,5G SA,32408,47.8,5,1.38,31,FALSE,Fibre
SITE0402254,Uttar Pradesh East,UPE,North,388384,4G LTE,12581,60.7,9.3,0.33,48.7,FALSE,Fibre
SITE0403459,Bihar & Jharkhand,BH,East,470667,5G SA,2850,99,-2,0.99,71.5,TRUE,Fibre
SITE0401102,Rajasthan,RJ,North,574866,5G NSA,29234,74,1.4,0.52,81.6,FALSE,Fibre
SITE0401738,Odisha,OR,East,278923,4G LTE,30362,69.2,-0.2,0.1,63.1,FALSE,Fibre
SITE0400757,Andhra Pradesh & Telangana,AP,South,227129,5G NSA,21629,55.4,4.8,0.33,1.5,FALSE,Fibre
SITE0400891,Madhya Pradesh & Chhattisgarh,MP,North,429276,4G LTE,27996,86.2,-4,0.87,103.4,TRUE,Fibre
SITE0403004,Karnataka,KA,South,312680,4G LTE,9509,21.6,10.6,0.68,106.1,FALSE,Fibre
SITE0402667,Andhra Pradesh & Telangana,AP,South,224404,5G SA,5364,39.1,16.5,0.44,68,FALSE,Microwave
SITE0400086,Mumbai,MU,West,615130,4G LTE,16914,10.5,13.5,0.25,207.9,FALSE,Fibre
SITE0401347,Uttar Pradesh East,UPE,North,564141,5G NSA,35695,45.8,8.9,0.07,39.8,FALSE,Fibre
SITE0401142,Tamil Nadu,TN,South,122811,4G LTE,27261,33.7,0.3,0.32,127.3,FALSE,Microwave
SITE0402326,Kerala,KL,South,607293,5G SA,31210,38.3,9.9,1.07,86.8,FALSE,Fibre
SITE0402141,Punjab,PB,North,685814,5G SA,38389,72.1,10.1,1.36,69.4,FALSE,Fibre
SITE0401370,Rajasthan,RJ,North,578027,4G LTE,35700,32,13.2,0.1,49.4,FALSE,Fibre
SITE0403157,Kerala,KL,South,658788,5G NSA,4395,53.6,7.3,0.27,86.7,FALSE,Fibre
SITE0403401,Bihar & Jharkhand,BH,East,730125,5G NSA,5381,42,11.3,1.28,93.3,FALSE,Fibre
SITE0400979,Rajasthan,RJ,North,829568,4G LTE,8800,45.5,10.1,0.78,87.4,FALSE,Fibre
SITE0401897,West Bengal,WB,East,459505,4G LTE,40292,24.3,8,0.44,31.8,FALSE,Fibre
SITE0401735,Karnataka,KA,South,648622,5G SA,3548,30.9,13.4,0.77,21.5,FALSE,Fibre
SITE0402128,Madhya Pradesh & Chhattisgarh,MP,North,133361,4G LTE,35862,66.1,7.2,0.77,72.7,FALSE,Fibre
SITE0402747,Madhya Pradesh & Chhattisgarh,MP,North,441934,5G SA,32331,45.5,13.9,0.59,115.7,FALSE,Fibre
SITE0401521,West Bengal,WB,East,412415,5G NSA,20077,40.5,11.3,0.49,66.1,FALSE,Fibre
SITE0400730,Gujarat,GJ,West,620117,4G LTE,32920,20.7,13.5,0.77,80,FALSE,Fibre
SITE0401426,Gujarat,GJ,West,446448,4G LTE,23966,44.6,8.2,0.36,72.3,FALSE,Fibre
SITE0402498,Andhra Pradesh & Telangana,AP,South,391929,4G LTE,39056,27.5,6.7,0.32,65.2,FALSE,Fibre
SITE0403097,West Bengal,WB,East,118972,5G SA,5651,31.3,12.3,0.37,78.3,FALSE,Fibre
SITE0402172,Tamil Nadu,TN,South,437338,4G LTE,16509,21.4,14.3,0.51,65.6,FALSE,Fibre
SITE0401469,Rajasthan,RJ,North,395984,5G NSA,12068,23.2,15.4,0.42,39.4,FALSE,Fibre
SITE0400156,Odisha,OR,East,670800,5G SA,29229,58.8,10.3,0.28,109.8,FALSE,Fibre
SITE0401761,Bihar & Jharkhand,BH,East,263765,5G SA,18584,43,14.8,1.36,108.7,FALSE,Fibre
SITE0403351,Karnataka,KA,South,329878,5G NSA,23260,41.6,8.4,0.31,90.7,FALSE,Fibre
SITE0400805,Madhya Pradesh & Chhattisgarh,MP,North,583289,4G LTE,35790,41.6,10.5,0.4,90.1,FALSE,Fibre
SITE0401043,Bihar & Jharkhand,BH,East,427706,5G NSA,16872,8.3,18.3,1.43,50.2,FALSE,Fibre
SITE0401293,Mumbai,MU,West,853197,4G LTE,32201,36.7,10.5,0.33,56.9,FALSE,Fibre
SITE0400863,Rajasthan,RJ,North,136940,4G LTE,29040,58.1,10.7,0.51,117.9,FALSE,Fibre
SITE0402916,Assam,AS,East,485998,5G SA,11396,44.9,12.8,0.18,110.3,FALSE,Fibre
SITE0402824,Tamil Nadu,TN,South,472584,4G LTE,33518,31.9,18.5,0.28,97.8,FALSE,Fibre
SITE0403789,Andhra Pradesh & Telangana,AP,South,813806,5G NSA,20583,49.9,2.5,0.31,58.1,FALSE,Microwave
SITE0402926,Mumbai,MU,West,259793,4G LTE,4215,49.4,9.4,0.41,107.1,FALSE,Fibre
SITE0401037,Odisha,OR,East,611861,5G NSA,12189,38.6,11.5,0.07,34.9,FALSE,Fibre
SITE0403300,Rajasthan,RJ,North,691437,4G LTE,7979,47.5,9.1,1.64,80.2,FALSE,Fibre
SITE0403367,Uttar Pradesh East,UPE,North,809849,5G NSA,2886,62,1.3,1.8,17.1,FALSE,Fibre
SITE0402680,Gujarat,GJ,West,576462,5G NSA,32763,42.7,9.8,0.48,122.3,FALSE,Fibre
SITE0403054,Rajasthan,RJ,North,224901,4G LTE,31207,61.3,8.4,0.52,61.5,FALSE,Microwave
SITE0401163,Rajasthan,RJ,North,406867,5G SA,17300,52.6,14.6,0.7,91.3,FALSE,Fibre
SITE0403258,Uttar Pradesh West,UPW,North,366179,5G NSA,9884,44,6.4,0.33,100.5,FALSE,Fibre
SITE0401882,Madhya Pradesh & Chhattisgarh,MP,North,662603,4G LTE,29827,32.6,15,1.26,125.7,FALSE,Fibre
SITE0401995,Karnataka,KA,South,638078,5G SA,12994,13,5,0.04,130.6,FALSE,Microwave
SITE0400157,West Bengal,WB,East,290867,4G LTE,3647,36.1,14.6,0.85,65.3,FALSE,Fibre
SITE0403790,Uttar Pradesh East,UPE,North,742075,5G SA,31350,19.6,13.9,0.77,122.6,FALSE,Microwave
SITE0403098,Uttar Pradesh East,UPE,North,750531,4G LTE,31344,67.9,8.8,1.69,55.8,FALSE,Microwave
SITE0402178,Uttar Pradesh West,UPW,North,465602,5G SA,2652,28.4,9.6,0.78,90.5,FALSE,Fibre
SITE0402855,Uttar Pradesh East,UPE,North,482249,5G SA,23067,85.6,2.8,0.11,108.5,TRUE,Fibre
SITE0401095,Gujarat,GJ,West,248575,5G SA,2828,41,2.8,0.52,89.4,FALSE,Microwave
SITE0403508,Maharashtra & Goa,MH,West,676707,4G LTE,27937,42.6,12.7,0.57,90.1,FALSE,Microwave
SITE0400280,Gujarat,GJ,West,609373,4G LTE,13696,31.9,10.1,0.58,67.4,FALSE,Fibre
SITE0400272,Assam,AS,East,118306,4G LTE,12126,42.7,11.5,0.25,88.9,FALSE,Fibre
SITE0401477,Rajasthan,RJ,North,630638,4G LTE,5261,58,5.1,0.56,81.7,FALSE,Fibre
SITE0401210,Rajasthan,RJ,North,181194,5G NSA,32564,26.4,-1.5,0.53,49.5,FALSE,Fibre
SITE0400445,Himachal Pradesh,HP,North,201900,4G LTE,40717,44,9.6,0.34,98.6,FALSE,Fibre
SITE0402339,Gujarat,GJ,West,141789,4G LTE,39667,34.6,10.3,0.39,131,FALSE,Fibre
SITE0403668,Andhra Pradesh & Telangana,AP,South,609924,5G NSA,2641,56,4.8,0.53,80,FALSE,Fibre
SITE0403677,Uttar Pradesh West,UPW,North,400626,5G NSA,5842,63.1,3.8,0.26,69.3,FALSE,Microwave
SITE0401316,Madhya Pradesh & Chhattisgarh,MP,North,408224,4G LTE,31605,53.5,8.3,0.66,87.3,FALSE,Fibre
SITE0400458,Rajasthan,RJ,North,537239,4G LTE,12879,66.8,7.5,0.51,58.5,FALSE,Fibre
SITE0402317,Bihar & Jharkhand,BH,East,845477,5G NSA,34286,10.1,13.8,1,85.7,FALSE,Fibre
SITE0403811,Mumbai,MU,West,547053,5G NSA,23380,28.9,14.5,0.34,127,FALSE,Fibre
SITE0403053,Bihar & Jharkhand,BH,East,201094,5G NSA,33758,65.1,8.3,0.23,48.2,FALSE,Fibre
SITE0401839,Karnataka,KA,South,357156,4G LTE,2818,22.7,13.8,0.37,133.8,FALSE,Fibre
SITE0401845,Karnataka,KA,South,807744,5G SA,13055,26.2,12.9,0.08,131.8,FALSE,Fibre
SITE0400429,Madhya Pradesh & Chhattisgarh,MP,North,503324,5G SA,5182,74.9,-1,2.5,93.8,TRUE,Fibre
SITE0400787,Maharashtra & Goa,MH,West,548679,5G SA,28457,18.2,9.8,0.16,71.6,FALSE,Fibre
SITE0401849,West Bengal,WB,East,498066,5G NSA,32996,67.5,1.8,0.21,80.8,FALSE,Fibre
SITE0401081,Uttar Pradesh West,UPW,North,287704,5G NSA,34457,80.3,2.3,1.57,37.6,TRUE,Fibre
SITE0402391,Himachal Pradesh,HP,North,164346,4G LTE,12973,46,5.8,0.08,69.7,FALSE,Fibre
SITE0401567,Madhya Pradesh & Chhattisgarh,MP,North,211235,5G NSA,17156,61.1,9.3,0.85,54.1,FALSE,Fibre
SITE0400848,West Bengal,WB,East,381591,5G SA,29565,47.4,7.4,0.27,113.8,FALSE,Microwave
SITE0402260,Bihar & Jharkhand,BH,East,726466,5G NSA,5423,96.3,4.6,0.07,94.5,TRUE,Fibre
SITE0401024,Uttar Pradesh East,UPE,North,734274,4G LTE,4098,55.5,4.9,0.52,43.6,FALSE,Fibre
SITE0401270,Delhi NCR,DL,North,406040,5G NSA,22692,40.6,15.6,0.49,121.8,FALSE,Microwave
SITE0401365,Gujarat,GJ,West,263155,5G SA,5796,28.7,8.4,0.08,69.7,FALSE,Fibre
SITE0401032,Haryana,HR,North,170157,4G LTE,17324,25.7,15.2,0.24,161.3,FALSE,Fibre
SITE0401614,Rajasthan,RJ,North,640152,4G LTE,3125,55.3,2.3,0.57,70,FALSE,Microwave
SITE0401414,Jammu & Kashmir,JK,North,190840,5G NSA,34448,49,2.6,0.17,86.5,FALSE,Fibre
SITE0403782,Madhya Pradesh & Chhattisgarh,MP,North,328513,4G LTE,24165,24.7,6.2,3.73,90.7,FALSE,Microwave
SITE0401056,West Bengal,WB,East,794900,5G SA,29052,29.7,9.6,0.6,105.2,FALSE,Fibre
SITE0403398,Karnataka,KA,South,410166,5G NSA,17925,38.3,11.8,0.59,1.5,FALSE,Microwave
SITE0402980,Maharashtra & Goa,MH,West,377515,4G LTE,15975,36.1,7.7,0.57,28.8,FALSE,Microwave
SITE0401965,Rajasthan,RJ,North,685959,4G LTE,3917,38.5,4,0.69,37.7,FALSE,Microwave
SITE0401372,Karnataka,KA,South,842159,5G SA,36931,56.7,8.1,0.29,113,FALSE,Fibre
SITE0401866,Mumbai,MU,West,434322,5G NSA,8382,23.6,12.7,0.12,56.3,FALSE,Fibre
SITE0402749,Maharashtra & Goa,MH,West,561137,4G LTE,33790,29,12.7,0.49,113.1,FALSE,Fibre
SITE0400098,Karnataka,KA,South,708347,4G LTE,33640,11.8,17,0.62,74.2,FALSE,Fibre
SITE0401946,Karnataka,KA,South,512632,5G SA,1984,41.9,8,0.18,75.5,FALSE,Fibre
SITE0402703,West Bengal,WB,East,254626,5G NSA,33211,24.9,6,0.3,177.5,FALSE,Microwave
SITE0403574,West Bengal,WB,East,342438,5G NSA,5706,54.5,5,0.96,114.9,FALSE,Fibre
SITE0402148,Andhra Pradesh & Telangana,AP,South,472633,5G NSA,24196,60.2,2.5,1.42,87.8,FALSE,Fibre
SITE0403131,Kerala,KL,South,847202,5G SA,40110,63.2,10.4,0.35,84.3,FALSE,Fibre
SITE0402428,Karnataka,KA,South,397810,4G LTE,34147,18.7,15.9,0.45,76.9,FALSE,Fibre
SITE0401437,Gujarat,GJ,West,414767,4G LTE,25778,31.3,12.4,0.2,145,FALSE,Fibre
SITE0401038,Andhra Pradesh & Telangana,AP,South,560726,4G LTE,17677,71.9,12.6,0.62,73.8,FALSE,Fibre
SITE0402604,Bihar & Jharkhand,BH,East,790200,5G SA,13564,69.4,10.8,0.21,77.5,FALSE,Fibre
SITE0401172,Assam,AS,East,230726,5G NSA,40375,83.9,1.2,0.94,33.1,TRUE,Microwave
SITE0402156,Tamil Nadu,TN,South,553811,4G LTE,11631,21.6,6.4,1.72,89.7,FALSE,Microwave
SITE0402005,Delhi NCR,DL,North,685147,5G SA,31245,49.7,6.1,0.58,33.8,FALSE,Fibre
SITE0400453,Maharashtra & Goa,MH,West,365886,5G NSA,18544,63.9,9.8,0.77,89.3,FALSE,Fibre
SITE0402942,Madhya Pradesh & Chhattisgarh,MP,North,345224,4G LTE,5043,43.8,7.5,0.26,62.6,FALSE,Microwave
SITE0400536,Odisha,OR,East,324371,4G LTE,19981,20.5,16.5,0.66,143.4,FALSE,Microwave
SITE0403291,Bihar & Jharkhand,BH,East,295737,4G LTE,33472,88.2,6,0.71,41.9,TRUE,Fibre
SITE0400334,Mumbai,MU,West,361973,5G SA,18374,9.4,9.9,0.32,48.1,FALSE,Fibre
SITE0402085,Punjab,PB,North,761010,5G SA,17747,31.4,12.6,0.61,111.7,FALSE,Fibre
SITE0402186,Maharashtra & Goa,MH,West,665027,5G NSA,2217,25.5,10.2,0.27,90.4,FALSE,Fibre
SITE0401875,Gujarat,GJ,West,295193,5G SA,26576,28.6,3.1,0.61,13.7,FALSE,Fibre
SITE0401891,Jammu & Kashmir,JK,North,550316,4G LTE,41390,85.6,11.4,0.14,15.4,TRUE,Fibre
SITE0401018,Kerala,KL,South,200388,5G SA,39972,54.6,14.1,0.91,14.7,FALSE,Fibre
SITE0403652,Bihar & Jharkhand,BH,East,154688,4G LTE,25483,48.8,7.8,0.37,86.1,FALSE,Fibre
SITE0402634,Madhya Pradesh & Chhattisgarh,MP,North,586828,4G LTE,33076,93.7,-3,2.67,89,TRUE,Microwave
SITE0402063,Kerala,KL,South,472528,4G LTE,19967,17.2,6.7,0.4,113.9,FALSE,Fibre
SITE0400823,Mumbai,MU,West,464188,5G NSA,5088,22.3,10.1,0.52,40.7,FALSE,Fibre
SITE0403358,Tamil Nadu,TN,South,377298,5G NSA,4054,45.5,11.8,0.13,124.9,FALSE,Fibre
SITE0400916,Uttar Pradesh West,UPW,North,636229,4G LTE,25898,96.8,3.8,0.56,83.1,TRUE,Fibre
SITE0402264,Assam,AS,East,691909,4G LTE,42348,99,3.8,0.53,93.1,TRUE,Fibre
SITE0400582,Karnataka,KA,South,212078,4G LTE,8544,15.3,9.5,1.14,110.6,FALSE,Fibre
SITE0403816,Uttar Pradesh East,UPE,North,382062,5G SA,39647,43.8,14.5,0.91,59.7,FALSE,Fibre
SITE0400918,Karnataka,KA,South,822442,4G LTE,1918,22.2,12.3,0.71,133.6,FALSE,Microwave
SITE0401588,Uttar Pradesh East,UPE,North,311201,4G LTE,6721,22.5,11.6,0.42,83,FALSE,Fibre
SITE0401054,Kerala,KL,South,480362,5G NSA,34464,12.3,10.1,1.14,104.2,FALSE,Fibre
SITE0401905,Uttar Pradesh East,UPE,North,235277,5G NSA,24350,86.2,3.6,1.63,3.5,TRUE,Microwave
SITE0401097,Odisha,OR,East,826963,4G LTE,37032,43.2,9.8,0.33,59.6,FALSE,Fibre
SITE0401835,Gujarat,GJ,West,587612,5G SA,14251,12.6,13.6,0.14,121.6,FALSE,Fibre
SITE0401310,Uttar Pradesh East,UPE,North,411312,4G LTE,19312,78.1,7.2,0.44,29.6,TRUE,Fibre
SITE0400403,Kerala,KL,South,380410,5G SA,27654,24.6,14.6,0.48,86.9,FALSE,Fibre
SITE0403507,West Bengal,WB,East,266620,5G SA,8632,39.5,6.5,0.4,120.2,FALSE,Fibre
SITE0403137,Rajasthan,RJ,North,324512,5G NSA,8002,70.4,5.6,0.43,87.5,FALSE,Fibre
SITE0402100,Kolkata,KO,East,499135,5G SA,12837,34.5,7.7,0.24,71.2,FALSE,Fibre
SITE0400360,Uttar Pradesh West,UPW,North,643137,4G LTE,34584,49.5,-3.9,1.35,12.4,FALSE,Fibre
SITE0403533,Gujarat,GJ,West,363936,5G NSA,14768,8.4,13.3,0.42,130.3,FALSE,Microwave
SITE0402350,Maharashtra & Goa,MH,West,495144,4G LTE,35561,30.9,10.8,0.93,44.2,FALSE,Microwave
SITE0400224,Uttar Pradesh East,UPE,North,230776,4G LTE,4695,33.9,17.9,0.91,127.5,FALSE,Fibre
SITE0403426,North East,NE,East,612568,5G SA,25495,71.3,5.9,0.25,22.6,FALSE,Fibre
SITE0402597,Andhra Pradesh & Telangana,AP,South,500463,5G SA,17135,44.4,7.3,0.42,34.6,FALSE,Fibre
SITE0401933,Bihar & Jharkhand,BH,East,208664,4G LTE,15858,38.5,4.8,0.27,68.4,FALSE,Microwave
SITE0402666,Kerala,KL,South,180567,5G NSA,32517,30.2,18.5,0.45,60.2,FALSE,Fibre
SITE0400776,Mumbai,MU,West,285318,5G NSA,12351,5.8,6,0.01,66.1,FALSE,Fibre
SITE0401994,Tamil Nadu,TN,South,294354,5G SA,19214,63.9,1.8,0.14,88.2,FALSE,Fibre
SITE0402404,Delhi NCR,DL,North,274152,5G SA,16524,28.2,13.9,0.73,108.5,FALSE,Fibre
SITE0402164,Rajasthan,RJ,North,736711,4G LTE,21174,54.8,13.2,0.15,99.3,FALSE,Fibre
SITE0401025,Maharashtra & Goa,MH,West,281683,5G SA,40737,56.6,13.2,0.5,25.6,FALSE,Fibre
SITE0400069,Karnataka,KA,South,395119,4G LTE,31035,13.6,12.7,0.01,5.2,FALSE,Microwave
SITE0401332,Karnataka,KA,South,583902,5G SA,30105,36,13.1,0.36,88.7,FALSE,Fibre
SITE0402104,Tamil Nadu,TN,South,541291,4G LTE,6082,37.8,8.9,0.08,104.1,FALSE,Fibre
SITE0401421,Uttar Pradesh East,UPE,North,730850,5G NSA,34085,25,18.5,0.46,74.2,FALSE,Fibre
SITE0402920,Kerala,KL,South,664098,4G LTE,24441,26.3,6.4,0.25,66.7,FALSE,Fibre
SITE0400442,Delhi NCR,DL,North,642599,4G LTE,6285,18.1,17.3,0.06,111.5,FALSE,Fibre
SITE0401156,West Bengal,WB,East,843001,5G NSA,7685,59.4,5,0.34,110.8,FALSE,Fibre
SITE0402536,Uttar Pradesh West,UPW,North,556474,5G SA,39158,48.4,4.7,0.04,59.4,FALSE,Fibre
SITE0400921,Kolkata,KO,East,737578,4G LTE,31143,55.4,10.7,0.24,77.5,FALSE,Fibre
SITE0400284,Gujarat,GJ,West,509148,5G SA,19606,33.5,9.5,1.13,123.9,FALSE,Fibre
SITE0403422,Karnataka,KA,South,316170,4G LTE,25893,35.4,12.8,0.99,75.4,FALSE,Microwave
SITE0402330,Delhi NCR,DL,North,763430,5G NSA,2636,49,9.8,0.91,7.1,FALSE,Fibre
